Trade,Stock Name,Order Type,Quantity,Price
32768,Bench,sell,10
32769,Ginger,buy,10
2,Lab,buy,10
32770,Bench,sell,10
3,KING,buy,10
32771,Ginger,sell,10
4,Zsgwsh,buy,10
32772,Ginger,sell,10
5,Zsgwsh,buy,10
32773,KING,sell,10
6,Lab,buy,10
32774,Bench,buy,10
7,WildRaft,buy,10
32775,Bench,buy,10
8,Zsgwsh,buy,10
32776,Ginger,buy,10
9,Bench,buy,10
32777,Ginger,buy,10
10,LOL,buy,10
32778,KING,buy,10
11,KING,buy,10
32779,Lab,sell,10
12,Ginger,sell,10
32780,Lab,buy,10
13,Ginger,buy,10
32781,KING,sell,10
14,Bench,buy,10
32782,Ginger,sell,10
15,Ginger,buy,10
32783,Ginger,sell,10
16,Bench,buy,10
32784,KING,buy,10
17,Bench,buy,10
32785,Ginger,buy,10
18,Zsgwsh,buy,10
32786,Lab,sell,10
19,Zsgwsh,buy,10
32787,Lab,sell,10
20,Bench,buy,10
32788,Ginger,buy,10
21,Zsgwsh,buy,10
32789,KING,sell,10
22,KING,buy,10
32790,Lab,buy,10
23,Bench,buy,10
32791,Lab,sell,10
24,Zsgwsh,buy,10
32792,Lab,buy,10
25,Zsgwsh,buy,10
32793,Bench,sell,10
26,KING,buy,10
32794,KING,sell,10
27,KING,buy,10
32795,KING,sell,10
32796,Lab,buy,10
29,KING,sell,10
32797,KING,buy,10
30,Lab,sell,10
32798,Ginger,sell,10
31,Bench,sell,10
32799,Bench,buy,10
32,Ginger,sell,10
32800,KING,buy,10
33,Bench,buy,10
32801,Lab,sell,10
34,KING,buy,10
32802,KING,buy,10
35,Lab,buy,10
32803,Ginger,buy,10
36,Bench,buy,10
32804,Lab,buy,10
37,Ginger,buy,10
32805,Ginger,sell,10
38,KING,sell,10
32806,KING,sell,10
39,KING,sell,10
32807,Ginger,sell,10
40,Ginger,sell,10
32808,Ginger,buy,10
41,KING,buy,10
32809,Ginger,sell,10
42,KING,sell,10
32810,KING,buy,10
43,KING,buy,10
32811,Ginger,buy,10
44,Ginger,buy,10
32812,KING,sell,10
45,KING,buy,10
32813,Ginger,buy,10
46,Ginger,sell,10
32814,Ginger,sell,10
47,Ginger,buy,10
32815,KING,buy,10
48,KING,sell,10
32816,Ginger,sell,10
49,KING,buy,10
32817,Lab,sell,10
50,Ginger,sell,10
32818,Ginger,buy,10
51,Ginger,buy,10
32819,Ginger,sell,10
52,Lab,sell,10
32820,Lab,sell,10
53,Bench,sell,10
32821,Lab,buy,10
54,Bench,buy,10
32822,Ginger,buy,10
55,Lab,buy,10
32823,Ginger,buy,10
56,KING,sell,10
32824,Lab,buy,10
57,KING,buy,10
32825,Bench,sell,10
58,Lab,sell,10
32826,Bench,buy,10
59,Ginger,sell,10
32827,Ginger,sell,10
60,Ginger,buy,10
32828,Bench,sell,10
61,Lab,buy,10
32829,Lab,sell,10
62,Bench,sell,10
32830,Bench,sell,10
63,Bench,buy,10
32831,Bench,buy,10
64,Bench,sell,10
32832,Ginger,buy,10
65,Ginger,sell,10
32833,Lab,buy,10
66,Ginger,sell,10
32834,Bench,buy,10
67,Bench,sell,10
32835,Lab,sell,10
68,Bench,buy,10
32836,Ginger,sell,10
69,Ginger,buy,10
32837,Ginger,sell,10
70,Bench,sell,10
32838,Lab,buy,10
71,Bench,buy,10
32839,Ginger,buy,10
72,Ginger,buy,10
32840,KING,sell,10
73,Bench,buy,10
32841,Ginger,buy,10
74,Ginger,sell,10
32842,KING,sell,10
75,Ginger,buy,10
32843,KING,buy,10
76,KING,sell,10
32844,KING,buy,10
77,Ginger,sell,10
32845,KING,sell,10
78,Ginger,buy,10
32846,KING,sell,10
79,KING,buy,10
32847,Lab,sell,10
80,Bench,sell,10
32848,Ginger,sell,10
81,KING,sell,10
32849,KING,buy,10
82,KING,buy,10
32850,Lab,sell,10
83,Bench,buy,10
32851,Lab,buy,10
84,KING,sell,10
32852,Lab,buy,10
85,Lab,sell,10
32853,KING,buy,10
86,Bench,sell,10
32854,Ginger,buy,10
87,KING,buy,10
32855,Ginger,sell,10
88,Lab,buy,10
32856,KING,sell,10
89,Bench,buy,10
32857,KING,sell,10
90,KING,sell,10
32858,Ginger,sell,10
91,KING,buy,10
32859,Ginger,buy,10
92,KING,sell,10
32860,Bench,sell,10
93,Bench,sell,10
32861,Bench,sell,10
94,KING,buy,10
32862,Lab,sell,10
95,Ginger,sell,10
32863,KING,buy,10
96,Ginger,buy,10
32864,KING,buy,10
97,Bench,buy,10
32865,Lab,buy,10
98,Bench,sell,10
32866,Ginger,buy,10
99,Ginger,sell,10
32867,Ginger,sell,10
100,Lab,sell,10
32868,Bench,buy,10
101,Bench,buy,10
32869,Bench,buy,10
102,Ginger,buy,10
32870,Ginger,buy,10
103,Lab,buy,10
32871,Lab,sell,10
104,Ginger,sell,10
32872,Lab,sell,10
105,Ginger,buy,10
32873,Lab,buy,10
106,Ginger,sell,10
32874,Lab,buy,10
107,Ginger,buy,10
32875,Lab,sell,10
108,Lab,sell,10
32876,Ginger,sell,10
109,Lab,sell,10
32877,Lab,buy,10
110,Bench,sell,10
32878,Ginger,buy,10
111,Lab,buy,10
32879,Lab,sell,10
112,Lab,buy,10
32880,Lab,sell,10
113,Bench,buy,10
32881,Lab,buy,10
114,Ginger,sell,10
32882,Ginger,sell,10
115,Bench,sell,10
32883,Ginger,sell,10
116,Ginger,buy,10
32884,KING,sell,10
117,Lab,sell,10
32885,Ginger,buy,10
118,Bench,buy,10
32886,KING,buy,10
119,Lab,buy,10
32887,Ginger,sell,10
120,Lab,sell,10
32888,Ginger,buy,10
121,Lab,sell,10
32889,Lab,sell,10
122,KING,sell,10
32890,Lab,buy,10
123,Bench,sell,10
32891,Ginger,buy,10
124,KING,buy,10
32892,Bench,sell,10
125,Lab,buy,10
32893,Lab,sell,10
126,Bench,buy,10
32894,Lab,buy,10
127,Lab,buy,10
32895,Bench,buy,10
128,Bench,sell,10
32896,Lab,sell,10
129,KING,sell,10
32897,Bench,sell,10
130,KING,sell,10
32898,Lab,sell,10
131,Bench,buy,10
32899,Lab,buy,10
132,KING,buy,10
32900,Lab,buy,10
133,KING,buy,10
32901,Lab,buy,10
134,Ginger,sell,10
32902,Lab,sell,10
135,Ginger,buy,10
32903,Bench,buy,10
136,Bench,sell,10
32904,Lab,buy,10
137,Bench,sell,10
32905,Bench,sell,10
138,Bench,buy,10
32906,Lab,sell,10
139,Bench,buy,10
32907,Lab,buy,10
140,Ginger,sell,10
32908,KING,sell,10
141,Ginger,buy,10
32909,Bench,buy,10
142,Ginger,sell,10
32910,Lab,sell,10
143,Ginger,sell,10
32911,Lab,buy,10
144,Ginger,buy,10
32912,KING,buy,10
145,Ginger,buy,10
32913,Lab,sell,10
146,Lab,sell,10
32914,Lab,sell,10
147,Lab,sell,10
32915,Lab,buy,10
148,Lab,buy,10
32916,Lab,sell,10
149,Lab,buy,10
32917,Lab,buy,10
150,Bench,sell,10
32918,Lab,buy,10
151,Bench,sell,10
32919,Lab,sell,10
152,Lab,sell,10
32920,KING,sell,10
153,Bench,buy,10
32921,Bench,sell,10
154,Lab,buy,10
32922,Bench,sell,10
155,Bench,buy,10
32923,KING,buy,10
156,Lab,sell,10
32924,Ginger,sell,10
157,Lab,buy,10
32925,Bench,buy,10
158,Lab,sell,10
32926,Lab,buy,10
159,KING,sell,10
32927,Ginger,buy,10
160,KING,buy,10
32928,Ginger,sell,10
161,Lab,buy,10
32929,Bench,buy,10
162,Bench,sell,10
32930,Ginger,buy,10
163,Bench,buy,10
32931,Ginger,sell,10
164,Bench,sell,10
32932,KING,sell,10
165,Lab,sell,10
32933,Lab,sell,10
166,Lab,buy,10
32934,Ginger,buy,10
167,Bench,buy,10
32935,KING,buy,10
168,KING,sell,10
32936,Bench,sell,10
169,Ginger,sell,10
32937,Lab,buy,10
170,KING,buy,10
32938,Bench,buy,10
171,Lab,sell,10
32939,Ginger,sell,10
172,Ginger,sell,10
32940,Bench,sell,10
173,Ginger,buy,10
32941,Bench,sell,10
174,Bench,sell,10
32942,KING,sell,10
175,Ginger,buy,10
32943,Bench,sell,10
176,Lab,buy,10
32944,Bench,buy,10
177,Ginger,sell,10
32945,Ginger,buy,10
178,Bench,buy,10
32946,Ginger,sell,10
179,Ginger,buy,10
32947,Bench,buy,10
180,KING,sell,10
32948,KING,buy,10
181,Bench,sell,10
32949,Bench,buy,10
182,KING,buy,10
32950,Lab,sell,10
183,Bench,buy,10
32951,Ginger,sell,10
184,Ginger,sell,10
32952,Ginger,buy,10
185,Ginger,sell,10
32953,Lab,buy,10
186,Ginger,buy,10
32954,Ginger,buy,10
187,Ginger,buy,10
32955,Ginger,sell,10
188,KING,sell,10
32956,Lab,sell,10
189,Bench,sell,10
32957,Ginger,buy,10
190,KING,buy,10
32958,Bench,sell,10
191,Ginger,sell,10
32959,KING,sell,10
192,KING,sell,10
32960,KING,sell,10
193,Bench,buy,10
32961,Lab,buy,10
194,Ginger,buy,10
32962,Bench,buy,10
195,KING,buy,10
32963,KING,buy,10
196,Bench,sell,10
32964,KING,sell,10
197,Bench,buy,10
32965,Bench,sell,10
198,Lab,sell,10
32966,KING,buy,10
199,KING,sell,10
32967,KING,buy,10
200,Ginger,sell,10
32968,Bench,buy,10
201,Bench,sell,10
32969,Bench,sell,10
202,Ginger,buy,10
32970,Lab,sell,10
203,Lab,buy,10
32971,Ginger,sell,10
204,Bench,buy,10
32972,Bench,sell,10
205,KING,buy,10
32973,Bench,buy,10
206,Bench,sell,10
32974,Lab,buy,10
207,Lab,sell,10
32975,KING,sell,10
208,Bench,buy,10
32976,Bench,sell,10
209,Lab,buy,10
32977,Ginger,buy,10
210,Bench,sell,10
32978,Bench,buy,10
211,Lab,sell,10
32979,KING,buy,10
212,Lab,buy,10
32980,Bench,buy,10
213,Bench,buy,10
32981,KING,sell,10
214,KING,sell,10
32982,KING,buy,10
215,Bench,sell,10
32983,KING,sell,10
216,Ginger,sell,10
32984,Ginger,sell,10
217,Bench,buy,10
32985,KING,buy,10
218,Ginger,sell,10
32986,Lab,sell,10
219,Ginger,buy,10
32987,Ginger,buy,10
220,KING,buy,10
32988,KING,sell,10
221,Ginger,buy,10
32989,Lab,sell,10
222,KING,sell,10
32990,Lab,buy,10
223,Ginger,sell,10
32991,Lab,buy,10
224,Ginger,buy,10
32992,KING,buy,10
225,KING,buy,10
32993,Ginger,sell,10
226,Ginger,sell,10
32994,Lab,sell,10
227,Ginger,sell,10
32995,Bench,sell,10
228,Ginger,buy,10
32996,Bench,sell,10
229,Ginger,buy,10
32997,Ginger,buy,10
230,KING,sell,10
32998,Ginger,sell,10
231,Lab,sell,10
32999,Lab,buy,10
232,Lab,buy,10
33000,Bench,buy,10
233,KING,buy,10
33001,Bench,buy,10
234,Bench,sell,10
33002,Lab,sell,10
235,KING,sell,10
33003,Ginger,buy,10
236,KING,buy,10
33004,Lab,buy,10
237,Bench,buy,10
33005,KING,sell,10
238,Ginger,sell,10
33006,KING,sell,10
239,Ginger,buy,10
33007,Bench,sell,10
240,Bench,sell,10
33008,KING,sell,10
241,Bench,buy,10
33009,KING,buy,10
242,KING,sell,10
33010,Bench,buy,10
243,KING,sell,10
33011,KING,sell,10
244,KING,buy,10
33012,KING,buy,10
245,KING,buy,10
33013,KING,buy,10
246,KING,sell,10
33014,Bench,sell,10
247,KING,buy,10
33015,Bench,sell,10
248,Ginger,sell,10
33016,KING,buy,10
249,Bench,sell,10
33017,Bench,buy,10
250,Bench,sell,10
33018,KING,sell,10
251,Bench,sell,10
33019,Lab,sell,10
252,Bench,buy,10
33020,KING,sell,10
253,Bench,buy,10
33021,KING,buy,10
254,Ginger,buy,10
33022,Ginger,sell,10
255,Bench,buy,10
33023,Lab,buy,10
256,Lab,sell,10
33024,Bench,buy,10
257,Lab,buy,10
33025,KING,buy,10
258,Bench,sell,10
33026,Ginger,sell,10
259,Bench,buy,10
33027,KING,sell,10
260,Lab,sell,10
33028,Ginger,buy,10
261,Lab,buy,10
33029,Lab,sell,10
262,Bench,sell,10
33030,Ginger,buy,10
263,KING,sell,10
33031,KING,buy,10
264,KING,sell,10
33032,KING,sell,10
265,Bench,buy,10
33033,KING,sell,10
266,KING,buy,10
33034,KING,sell,10
267,Lab,sell,10
33035,Lab,buy,10
268,KING,buy,10
33036,KING,buy,10
269,Lab,buy,10
33037,KING,buy,10
270,KING,sell,10
33038,Ginger,sell,10
271,KING,buy,10
33039,KING,buy,10
272,Ginger,sell,10
33040,Ginger,sell,10
273,Bench,sell,10
33041,Ginger,sell,10
274,Ginger,buy,10
33042,Lab,sell,10
275,Lab,sell,10
33043,Ginger,buy,10
276,Bench,buy,10
33044,Ginger,buy,10
277,Lab,buy,10
33045,Lab,sell,10
278,Lab,sell,10
33046,KING,sell,10
279,Lab,buy,10
33047,Ginger,buy,10
280,Ginger,sell,10
33048,Lab,buy,10
281,Bench,sell,10
